film_id,imdb_id,title,release_date,release_year,runtime_min,genres,budget_usd,domestic_gross_usd,intl_gross_usd,worldwide_gross_usd,imdb_rating,metascore,rt_critics,awards_raw,production_companies,seed_source,resolution_confidence,missing_fields
264644.0,tt3170832,Room,2015-10-16,2015,118.0,Drama|Thriller,13000000.0,14677654.0,20724104.0,35401758.0,8.1,86.0,93.0,Won 1 Oscar. 108 wins & 143 nominations total,Téléfilm Canada|Element Pictures|FilmNation Entertainment|No Trace Camping|Film4 Productions|Fís Éireann/Screen Ireland,wiki,search_exact,
302528.0,tt3704050,Remember,2015-10-23,2015,94.0,Drama|Thriller|Mystery,9600000.0,1184564.0,802051.0,1986615.0,7.5,52.0,68.0,7 wins & 24 nominations total,Serendipity Point Films|Distant Horizon|Detalle Films|Egoli Tossell Film|Téléfilm Canada,wiki,search_exact,
237584.0,tt2322517,Mojave,2016-01-22,2016,93.0,Thriller|Action|Adventure,,8253.0,349.0,8602.0,5.2,41.0,,,Atlas Independent|Henceforth Pictures|MICA Entertainment|Highland Film Group,wiki,search_exact,"budget_usd,rt_critics,awards_raw"
310131.0,tt4263482,The Witch,2016-02-19,2016,92.0,Horror,4000000.0,25138705.0,15285240.0,40423945.0,7.0,84.0,91.0,43 wins & 72 nominations total,Very Special Projects|Parts & Labor|RT Features|Rooks Nest Entertainment|Maiden Voyage Pictures|Pulse Films|Scythia Films|Code Red Productions|Mott Street Pictures,wiki,search_exact,
323929.0,tt4266638,Krisha,2016-03-18,2016,82.0,Drama,30000.0,144822.0,0.0,144822.0,7.1,86.0,95.0,17 wins & 28 nominations total,Hoody Boy Productions,wiki,search_exact,
313922.0,tt4062536,Green Room,2016-04-15,2016,95.0,Horror|Crime|Thriller,5000000.0,3220371.0,579629.0,3800000.0,7.0,79.0,90.0,8 wins & 25 nominations total,filmscience|Broad Green Pictures,wiki,search_exact,
274504.0,tt1735907,The Adderall Diaries,2016-04-15,2016,87.0,Thriller|Romance|Drama,,13191.0,2173.0,15364.0,5.1,42.0,26.0,3 nominations total,Rabbit Bandini Productions|Windowseat Films,wiki,search_exact,budget_usd
291351.0,tt3450900,The Sea of Trees,2016-04-27,2016,110.0,Drama,25000000.0,20444.0,888556.0,909000.0,6.1,23.0,19.0,2 nominations total,Waypoint Entertainment|Bloom|Netter Productions,wiki,search_exact,
334538.0,tt2625810,Into the Forest,2016-06-03,2016,101.0,Drama|Science Fiction,,9995.0,0.0,9995.0,5.8,59.0,76.0,2 wins & 3 nominations total,Rhombus Media|Bron Studios,wiki,search_exact,budget_usd
355254.0,tt1683048,De Palma,2016-06-10,2016,108.0,Documentary,,165237.0,,,7.4,83.0,95.0,1 win & 4 nominations total,Boxmotion|Empire Ward,wiki,search_exact,"budget_usd,worldwide_gross_usd"
347031.0,tt4034354,Swiss Army Man,2016-06-24,2016,97.0,Comedy|Drama|Romance|Fantasy|Adventure,3000000.0,4210454.0,1589546.0,5800000.0,6.9,64.0,73.0,8 wins & 31 nominations total,BlackBird|Tadmor|Astrakan Films|Cold Iron Pictures|Prettybird,wiki,search_exact,
352890.0,tt3652862,Morris from America,2016-08-19,2016,89.0,Drama|Romance,,91151.0,0.0,91151.0,6.3,75.0,87.0,3 wins & 12 nominations total,Beachside Films|Lichtblick Media|INDI FILM,wiki,search_exact,budget_usd
340485.0,tt3721936,American Honey,2016-09-30,2016,163.0,Drama,3500000.0,663246.0,1627403.0,2290649.0,7.0,80.0,79.0,Nominated for 1 BAFTA Award13 wins & 43 nominations total,BFI|Maven Screen Media|Film4 Productions|Parts & Labor|Pulse Films,wiki,search_exact,
412924.0,tt5213534,Supersonic,2016-10-02,2016,117.0,Music|Documentary|History,,242867.0,-16581.0,226286.0,7.8,71.0,84.0,2 wins & 2 nominations total,On the Corner Films|NEMPEROR|Lorton Entertainment|Mint Pictures,wiki,search_top_result,budget_usd
256569.0,tt3305308,Trespass Against Us,2016-10-14,2016,99.0,Action|Crime|Drama,,5711.0,511486.0,517197.0,5.8,50.0,56.0,2 wins & 11 nominations total,Potboiler Productions|Protagonist Pictures|Albert Granville|Animal Kingdom|Film4 Productions,wiki,search_exact,budget_usd
376867.0,tt4975722,Moonlight,2016-10-21,2016,111.0,Drama,4000000.0,27854932.0,37191755.0,65046687.0,7.4,99.0,98.0,Won 3 Oscars. 235 wins & 310 nominations total,A24|Plan B Entertainment|PASTEL,both,discover_title_match,
340103.0,tt3976144,The Monster,2016-11-11,2016,91.0,Horror|Drama,2700000.0,12544.0,61456.0,74000.0,5.4,69.0,81.0,6 nominations total,Atlas Independent|Unbroken Pictures,wiki,search_exact,
429126.0,tt5861260,Reggie Watts: Spatial,2016-12-06,2016,61.0,Comedy,,,,,6.0,,,,A24|Sunset Rose Pictures,tmdb,discover_only,"budget_usd,domestic_gross_usd,worldwide_gross_usd,metascore,rt_critics,awards_raw"
342737.0,tt4385888,20th Century Women,2016-12-28,2016,119.0,Drama,7000000.0,5664764.0,0.0,5664764.0,7.3,83.0,88.0,Nominated for 1 Oscar. 15 wins & 82 nominations total,Annapurna Pictures|Archer Gray|Modern People,wiki,search_exact,
434501.0,tt6431716,Toru,2017-01-19,2017,14.0,Science Fiction,,,,,7.8,,,1 nomination,A24,tmdb,discover_only,"budget_usd,domestic_gross_usd,worldwide_gross_usd,metascore,rt_critics"
443411.0,tt6669086,Jerrod Carmichael: 8,2017-03-11,2017,59.0,Comedy,,,,,7.4,,,,A24|HBO,tmdb,discover_only,"budget_usd,domestic_gross_usd,worldwide_gross_usd,metascore,rt_critics,awards_raw"
371638.0,tt3521126,The Disaster Artist,2017-03-12,2017,104.0,Comedy|Drama,10000000.0,21120616.0,8700000.0,29820616.0,7.3,76.0,90.0,Nominated for 1 Oscar. 32 wins & 84 nominations total,New Line Cinema|Rabbit Bandini Productions|Point Grey Pictures|Good Universe|RatPac Entertainment|Ramona Films,wiki,search_exact,
334536.0,tt3286052,The Blackcoat's Daughter,2017-03-31,2017,94.0,Horror|Mystery,,20435.0,123110.0,143545.0,5.9,68.0,77.0,6 nominations total,Zed Filmworks|Unbroken Pictures|Go Insane Films|Traveling Picture Show Company|120dB Films|Highland Film Group|Paris Film,wiki,search_exact,budget_usd
334521.0,tt4158096,Free Fire,2017-03-31,2017,91.0,Action|Crime|Mystery,7000000.0,1799312.0,1920071.0,3719383.0,6.3,63.0,69.0,3 wins & 9 nominations total,Rook Films|Protagonist Pictures|Film4 Productions,wiki,search_exact,
428449.0,tt6265828,A Ghost Story,2017-04-24,2017,93.0,Drama|Fantasy|Romance,100000.0,1596371.0,333288.0,1929659.0,6.8,84.0,91.0,11 wins & 21 nominations total,Sailor Bear|Zero Trans Fat Productions|Ideaman Studios,wiki,search_exact,
426253.0,tt5770620,The Lovers,2017-05-05,2017,94.0,Comedy|Drama|Romance,,2194521.0,,,6.1,76.0,81.0,1 win & 3 nominations total,A24,both,discover_title_match,"budget_usd,worldwide_gross_usd"
339987.0,tt4721124,The Exception,2017-06-02,2017,107.0,War|Drama|Romance,,708973.0,0.0,708973.0,6.8,60.0,75.0,2 nominations total,Egoli Tossell KLK|Ostar Productions|uMedia|Egoli Tossell Film,wiki,search_exact,budget_usd
418078.0,tt4695012,It Comes at Night,2017-06-09,2017,91.0,Drama|Horror|Mystery,5000000.0,13985117.0,5295814.0,19280931.0,6.1,78.0,88.0,1 win & 13 nominations total,A24|Animal Kingdom,both,discover_title_match,
428584.0,tt6333086,Menashe,2017-07-28,2017,82.0,Drama,,1703036.0,,,6.6,81.0,95.0,7 wins & 18 nominations,Maiden Voyage Pictures|Autumn Productions|Green Productions|Sparks Go|Daniel Finkelman Films,wiki,search_exact,"budget_usd,worldwide_gross_usd"
429200.0,tt4846232,Good Time,2017-08-11,2017,102.0,Crime|Thriller|Drama,2000000.0,2026499.0,1256870.0,3283369.0,7.3,80.0,91.0,6 wins & 47 nominations total,Elara Pictures|Rhea Films|Hercules Film Fund,wiki,search_exact,
391713.0,tt4925292,Lady Bird,2017-09-01,2017,94.0,Drama|Comedy,10000000.0,48958273.0,30041727.0,79000000.0,7.4,93.0,99.0,Nominated for 5 Oscars. 124 wins & 228 nominations total,IAC Films|Scott Rudin Productions|Entertainment 360,wiki,search_exact,
396777.0,tt4677924,Woodshock,2017-09-22,2017,101.0,Drama|Thriller,5000000.0,42603.0,1079.0,43682.0,4.2,39.0,27.0,,Waypoint Entertainment|COTA Films,wiki,search_exact,awards_raw
341689.0,tt3859310,How to Talk to Girls at Parties,2017-10-06,2017,103.0,Comedy|Music|Romance|Science Fiction,,84809.0,,,5.7,50.0,47.0,9 nominations total,See-Saw Films|Little Punk|Film4 Productions,wiki,search_exact,"budget_usd,worldwide_gross_usd"
394117.0,tt5649144,The Florida Project,2017-10-06,2017,112.0,Drama,2000000.0,5904366.0,5398674.0,11303040.0,7.6,92.0,96.0,Nominated for 1 Oscar. 68 wins & 134 nominations total,Cre Film|Freestyle Picture Company|June Pictures,wiki,search_exact,
399057.0,tt5715874,The Killing of a Sacred Deer,2017-10-20,2017,121.0,Drama|Thriller|Mystery,3000000.0,2291901.0,8408099.0,10700000.0,7.0,73.0,79.0,7 wins & 53 nominations total,Element Pictures|TPC|Film4 Productions|New Sparta Films|Limp|HanWay Films|Fís Éireann/Screen Ireland,wiki,search_exact,
438457.0,tt4400994,The Ballad of Lefty Brown,2017-12-15,2017,105.0,Western,8000000.0,7856.0,0.0,7856.0,6.3,64.0,79.0,1 win & 1 nomination total,Higher Content|Om Films|Armian Pictures|Rival Pictures,wiki,search_exact,
476678.0,tt5153288,Backstabbing for Beginners,2018-01-18,2018,108.0,Thriller|Drama|History,,,,,6.3,48.0,41.0,1 nomination,Fortitude International|Eyeworks Scandi Fiction|Creative Alliance|Unlimited Stories,wiki,search_exact,"budget_usd,domestic_gross_usd,worldwide_gross_usd"
489925.0,tt7014006,Eighth Grade,2018-01-19,2018,94.0,Comedy|Drama,2000000.0,13539709.0,0.0,13539709.0,7.3,85.0,99.0,60 wins & 91 nominations total,A24|Scott Rudin Productions|IAC Films,both,discover_title_match,
353066.0,tt1291566,The Vanishing of Sidney Hall,2018-03-02,2018,120.0,Drama|Mystery|Romance,,,,,6.8,18.0,12.0,,Super Crispy Entertainment|Fuzzy Logic Pictures,wiki,search_exact,"budget_usd,domestic_gross_usd,worldwide_gross_usd,awards_raw"
451204.0,tt5836316,The Last Movie Star,2018-03-30,2018,104.0,Drama,,14410.0,,,7.0,46.0,59.0,3 wins & 2 nominations total,Broken Twig Productions Inc.,wiki,search_exact,"budget_usd,worldwide_gross_usd"
407890.0,tt5340300,Lean on Pete,2018-04-06,2018,121.0,Drama|Adventure,8000000.0,1163056.0,1236944.0,2400000.0,7.1,80.0,90.0,11 wins & 18 nominations total,The Bureau|Film4 Productions,wiki,search_exact,
458737.0,tt6053438,First Reformed,2018-05-18,2018,113.0,Drama,3500000.0,3448256.0,540356.0,3988612.0,7.1,86.0,94.0,Nominated for 1 Oscar. 62 wins & 108 nominations total,Arclight Films|Omeira Studio Partners|Killer Films|Fibonacci Films|Big Indie Pictures,wiki,search_exact,
448776.0,tt4080956,A Prayer Before Dawn,2018-05-24,2018,116.0,Drama|Action|Crime,,14453.0,944430.0,958883.0,6.8,76.0,92.0,1 win & 7 nominations total,Meridian Entertainment|Symbolic Exchange|Senorita Films|Indochina Productions|HanWay Films,wiki,search_exact,budget_usd
493922.0,tt7784604,Hereditary,2018-06-07,2018,128.0,Horror|Mystery|Thriller,10000000.0,44069456.0,43726748.0,87796204.0,7.3,87.0,90.0,52 wins & 112 nominations total,PalmStar Media|Pulse Films|Finch Entertainment|Windy Hill Pictures,wiki,search_exact,
396373.0,tt5436228,Woman Walks Ahead,2018-06-28,2018,103.0,Drama|History|Western,,57528.0,,,6.7,51.0,56.0,7 wins & 5 nominations total,Black Bicycle Entertainment|Bedford Falls Productions|Potboiler Productions,wiki,search_exact,"budget_usd,worldwide_gross_usd"
347866.0,tt3416536,Hot Summer Nights,2018-07-26,2018,107.0,Drama|Crime,,,,246133.0,6.4,44.0,46.0,3 nominations total,Imperative Entertainment,wiki,search_exact,"budget_usd,domestic_gross_usd"
467936.0,tt6040662,The Children Act,2018-08-01,2018,105.0,Drama,,547750.0,17149044.0,17696794.0,6.7,62.0,74.0,2 wins & 5 nominations total,FilmNation Entertainment|BBC Film|Toledo Productions,wiki,search_exact,budget_usd
490005.0,tt7690016,Never Goin' Back,2018-08-03,2018,87.0,Comedy,,61271.0,,,6.1,62.0,76.0,2 wins & 4 nominations total,Sailor Bear|Mama Bear Studios|Zero Trans Fat Productions,wiki,search_exact,"budget_usd,worldwide_gross_usd"
396461.0,tt5691670,Under the Silver Lake,2018-08-08,2018,139.0,Crime|Drama|Mystery,8500000.0,46083.0,2007386.0,2053469.0,6.5,60.0,58.0,3 wins & 9 nominations total,Michael De Luca Productions|Good Fear|PASTEL|UnLTD Productions|Salem Street Entertainment|Boo Pictures|Vendian Entertainment,wiki,search_exact,
539985.0,tt8563704,Drew Michael,2018-08-25,2018,60.0,Comedy|TV Movie,,,,,5.6,,100.0,1 nomination,HBO|A24,tmdb,discover_only,"budget_usd,domestic_gross_usd,worldwide_gross_usd,metascore"
347392.0,tt4411234,Slice,2018-09-10,2018,82.0,Comedy|Horror,1000000.0,,,,4.5,61.0,52.0,1 win & 2 nominations total,N2ition Cinema|Frëhand,wiki,search_exact,"domestic_gross_usd,worldwide_gross_usd"
507076.0,tt8359848,Climax,2018-09-19,2018,97.0,Drama|Horror|Music,2900000.0,817339.0,878736.0,1696075.0,6.9,69.0,69.0,8 wins & 15 nominations total,Rectangle Productions|Wild Bunch|Les Cinémas de la Zone|Eskwad|KNM|ARTE France Cinéma|Artémis Productions|VOO & Be tv|Shelter Prod|Vice Studios,wiki,search_exact,
376865.0,tt4827558,High Life,2018-09-26,2018,113.0,Science Fiction|Drama|Mystery,8933400.0,1225852.0,907181.0,2133033.0,5.7,78.0,83.0,5 wins & 22 nominations total,Andrew Lauren Productions|Pandora Film|Alcatraz Films|The Apocalypse Films|Madants|Match&Spark,wiki,search_exact,
1284938.0,,Cursed: The True Nature of Hereditary,2018-10-08,2018,20.0,Documentary,,,,,,,,,A24|Lionsgate,tmdb,discover_only,"imdb_id,budget_usd,domestic_gross_usd,worldwide_gross_usd,imdb_rating,metascore,rt_critics,awards_raw"
437586.0,tt5613484,mid90s,2018-10-19,2018,86.0,Drama|Comedy,1700000.0,7362439.0,1940583.0,9303022.0,7.4,66.0,81.0,4 wins & 10 nominations total,A24|Waypoint Entertainment,both,discover_title_match,
475220.0,tt7464188,In Fabric,2018-12-06,2018,118.0,Horror|Fantasy|Comedy|Mystery,,,,,6.2,81.0,92.0,11 wins & 31 nominations total,BBC Film|Rook Films|BFI,wiki,search_exact,"budget_usd,domestic_gross_usd,worldwide_gross_usd"
512199.0,tt6566768,Native Son,2019-01-24,2019,104.0,Drama,,,,,5.7,63.0,62.0,4 wins & 7 nominations total,Bow + Arrow Entertainment|The Domain Group,wiki,search_exact,"budget_usd,domestic_gross_usd,worldwide_gross_usd"
510355.0,tt7007696,Share,2019-01-25,2019,89.0,Drama|Mystery,,,,,5.6,73.0,83.0,4 wins & 6 nominations,Loveless|Wildling Pictures|A24,both,discover_title_match,"budget_usd,domestic_gross_usd,worldwide_gross_usd"
484437.0,tt6198946,The Hole in the Ground,2019-03-01,2019,90.0,Horror,,21072.0,3352402.0,3373474.0,5.6,63.0,83.0,2 wins & 16 nominations total,Bankside Films|Wrong Men|Head Gear Films|Metrol Technology|Savage Productions|Made|Wild Atlantic Pictures|Fís Éireann/Screen Ireland|Wallimage|VOO|BeTV|BNP Paribas Fortis|Broadcasting Authority of Ireland|Finnish Film Foundation|Cutting Edge Group|YLE,wiki,search_exact,budget_usd
491473.0,tt6902696,Gloria Bell,2019-03-07,2019,102.0,Drama|Romance,,5611123.0,5533883.0,11145006.0,6.3,78.0,,9 nominations total,FilmNation Entertainment|Fabula|Stage 6 Films,wiki,search_exact,"budget_usd,rt_critics"
593489.0,tt10050780,Anthony Jeselnik: Fire in the Maternity Ward,2019-04-30,2019,64.0,Comedy|Documentary,,,,,7.2,,80.0,,A24,tmdb,discover_only,"budget_usd,domestic_gross_usd,worldwide_gross_usd,metascore,awards_raw"
473019.0,tt6920356,The Souvenir,2019-05-17,2019,120.0,Drama|Romance,,1036737.0,1050941.0,2087678.0,6.4,92.0,90.0,7 wins & 38 nominations total,BBC Film|BFI|JWH Films|Sikelia Productions,wiki,search_exact,budget_usd
522039.0,tt4353250,The Last Black Man in San Francisco,2019-06-07,2019,121.0,Drama,,4515719.0,-1540535.0,2975184.0,7.2,82.0,93.0,18 wins & 59 nominations total,Longshot|Plan B Entertainment|A24,both,discover_title_match,budget_usd
612413.0,tt10432620,Ramy Youssef: Feelings,2019-06-29,2019,54.0,Comedy,,,,,7.0,,100.0,2 nominations total,A24|Cairo Cowboy,tmdb,discover_only,"budget_usd,domestic_gross_usd,worldwide_gross_usd,metascore"
530385.0,tt8772262,Midsommar,2019-07-03,2019,147.0,Horror|Drama|Mystery,9000000.0,27426361.0,21072047.0,48498408.0,7.1,72.0,83.0,27 wins & 74 nominations total,B-Reel Films|Square Peg,wiki,search_exact,
565310.0,tt8637428,The Farewell,2019-07-12,2019,100.0,Comedy|Drama,250300.0,17695781.0,5380876.0,23076657.0,7.5,89.0,97.0,Nominated for 1 BAFTA Award37 wins & 194 nominations total,Big Beach|Depth of Field|Kindred Spirit|Seesaw Productions,wiki,search_exact,
612701.0,tt10516390,"Frankenstein's Monster's Monster, Frankenstein",2019-07-16,2019,32.0,Comedy,,,,,5.8,,89.0,,A24|Levenstein Harbour Longino Televised Theatricals,tmdb,discover_only,"budget_usd,domestic_gross_usd,worldwide_gross_usd,metascore,awards_raw"
542417.0,tt6043142,Skin,2019-07-26,2019,110.0,Drama|Crime|Romance,,,,,6.8,58.0,76.0,1 win & 3 nominations total,Maven Screen Media|Sight Unseen Pictures|Allusionist Picture House|Brookstreet Pictures|Come What May Productions|Hua Wen Movie Group|Item 7|Lost Lane Entertainment|New Native Pictures|PaperChase Films|Tugawood Pictures|Bretz Filmes|Voltage Pictures,wiki,search_exact,"budget_usd,domestic_gross_usd,worldwide_gross_usd"
612392.0,tt10624458,My Favorite Shapes by Julio Torres,2019-08-10,2019,57.0,Comedy|TV Movie,,,,,7.0,,100.0,,A24,tmdb,discover_only,"budget_usd,domestic_gross_usd,worldwide_gross_usd,metascore,awards_raw"
473033.0,tt5727208,Uncut Gems,2019-08-30,2019,136.0,Drama|Thriller|Crime,19000000.0,50023780.0,0.0,50023780.0,7.4,93.0,91.0,27 wins & 91 nominations total,A24|Elara Pictures,both,discover_title_match,
565383.0,tt9356952,The Death of Dick Long,2019-09-27,2019,100.0,Comedy|Crime|Drama,,36856.0,-270.0,36586.0,6.4,69.0,75.0,4 wins & 2 nominations total,A24,both,discover_title_match,budget_usd
493066.0,tt7434324,Low Tide,2019-10-04,2019,86.0,Thriller,,,,,6.3,64.0,72.0,2 nominations total,Automatik Entertainment|Neighborhood Watch|OPE Partners|Mister Smith Entertainment|Head Gear Films|Metrol Technology|Boy & Star,wiki,search_exact,"budget_usd,domestic_gross_usd,worldwide_gross_usd"
489245.0,tt6196936,The Kill Team,2019-10-17,2019,87.0,War|Action|Drama,,,,,6.0,60.0,69.0,,Nostromo Pictures|Temple Hill Entertainment|Marc Graue Recording Studios,wiki,search_exact,"budget_usd,domestic_gross_usd,worldwide_gross_usd,awards_raw"
503919.0,tt7984734,The Lighthouse,2019-10-18,2019,109.0,Drama|Fantasy|Thriller,11000000.0,10867104.0,7395360.0,18262464.0,7.4,83.0,90.0,Nominated for 1 Oscar. 33 wins & 139 nominations total,RT Features|Parts & Labor|A24|Regency Enterprises,both,discover_title_match,
